,Type of DES,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Temperature, K","Density, g/cm^3",I,III,IV,V,SMILES#1,SMILES#2,MolLogP#1,NumHeteroatoms#1,NumAromaticRings#1,NumHAcceptors#1,NumHDonors#1,NumRotatableBonds#1,TPSA#1,MolWt#1,MolLogP#2,NumHeteroatoms#2,NumAromaticRings#2,NumHAcceptors#2,NumHDonors#2,NumRotatableBonds#2,TPSA#2,MolWt#2
1516,Ⅲ,Choline chloride,p-cresol,0.125,0.875,298.15,1.0468,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1517,Ⅲ,Choline chloride,p-cresol,0.125,0.875,303.15,1.0435,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1518,Ⅲ,Choline chloride,p-cresol,0.125,0.875,308.15,1.0401,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1519,Ⅲ,Choline chloride,p-cresol,0.125,0.875,313.15,1.0367,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1520,Ⅲ,Choline chloride,p-cresol,0.125,0.875,318.15,1.0333,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1521,Ⅲ,Choline chloride,p-cresol,0.125,0.875,323.15,1.03,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1522,Ⅲ,Choline chloride,p-cresol,0.125,0.875,328.15,1.0266,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1523,Ⅲ,Choline chloride,p-cresol,0.125,0.875,333.15,1.0232,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1524,Ⅲ,Choline chloride,p-cresol,0.125,0.875,338.15,1.0198,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1525,Ⅲ,Choline chloride,p-cresol,0.125,0.875,343.15,1.0164,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1526,Ⅲ,Choline chloride,p-cresol,0.125,0.875,348.15,1.0129,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1527,Ⅲ,Choline chloride,p-cresol,0.125,0.875,353.15,1.0095,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1528,Ⅲ,Choline chloride,p-cresol,0.143,0.857,293.15,1.0513,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1529,Ⅲ,Choline chloride,p-cresol,0.143,0.857,298.15,1.0479,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1530,Ⅲ,Choline chloride,p-cresol,0.143,0.857,303.15,1.0445,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1531,Ⅲ,Choline chloride,p-cresol,0.143,0.857,308.15,1.0411,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1532,Ⅲ,Choline chloride,p-cresol,0.143,0.857,313.15,1.0377,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1533,Ⅲ,Choline chloride,p-cresol,0.143,0.857,318.15,1.0343,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1534,Ⅲ,Choline chloride,p-cresol,0.143,0.857,323.15,1.0309,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1535,Ⅲ,Choline chloride,p-cresol,0.143,0.857,328.15,1.0276,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1536,Ⅲ,Choline chloride,p-cresol,0.143,0.857,333.15,1.0242,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1537,Ⅲ,Choline chloride,p-cresol,0.143,0.857,338.15,1.0208,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1538,Ⅲ,Choline chloride,p-cresol,0.143,0.857,343.15,1.0174,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1539,Ⅲ,Choline chloride,p-cresol,0.143,0.857,348.15,1.0139,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1540,Ⅲ,Choline chloride,p-cresol,0.143,0.857,353.15,1.0105,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1541,Ⅲ,Choline chloride,p-cresol,0.167,0.833,293.15,1.054,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1542,Ⅲ,Choline chloride,p-cresol,0.167,0.833,298.15,1.0507,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1543,Ⅲ,Choline chloride,p-cresol,0.167,0.833,303.15,1.0473,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1544,Ⅲ,Choline chloride,p-cresol,0.167,0.833,308.15,1.044,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1545,Ⅲ,Choline chloride,p-cresol,0.167,0.833,313.15,1.0409,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1546,Ⅲ,Choline chloride,p-cresol,0.167,0.833,318.15,1.0378,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1547,Ⅲ,Choline chloride,p-cresol,0.167,0.833,323.15,1.0348,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1548,Ⅲ,Choline chloride,p-cresol,0.167,0.833,328.15,1.0318,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1549,Ⅲ,Choline chloride,p-cresol,0.167,0.833,333.15,1.0286,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1550,Ⅲ,Choline chloride,p-cresol,0.167,0.833,338.15,1.0254,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1551,Ⅲ,Choline chloride,p-cresol,0.167,0.833,343.15,1.0221,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1552,Ⅲ,Choline chloride,p-cresol,0.167,0.833,348.15,1.0189,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1553,Ⅲ,Choline chloride,p-cresol,0.167,0.833,353.15,1.0156,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1554,Ⅲ,Choline chloride,p-cresol,0.2,0.8,293.15,1.0575,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1555,Ⅲ,Choline chloride,p-cresol,0.2,0.8,298.15,1.0541,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1556,Ⅲ,Choline chloride,p-cresol,0.2,0.8,303.15,1.0508,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1557,Ⅲ,Choline chloride,p-cresol,0.2,0.8,308.15,1.0476,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1558,Ⅲ,Choline chloride,p-cresol,0.2,0.8,313.15,1.0445,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1559,Ⅲ,Choline chloride,p-cresol,0.2,0.8,318.15,1.0416,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1560,Ⅲ,Choline chloride,p-cresol,0.2,0.8,323.15,1.0388,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1561,Ⅲ,Choline chloride,p-cresol,0.2,0.8,328.15,1.0358,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1562,Ⅲ,Choline chloride,p-cresol,0.2,0.8,333.15,1.0327,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1563,Ⅲ,Choline chloride,p-cresol,0.2,0.8,338.15,1.0297,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1564,Ⅲ,Choline chloride,p-cresol,0.2,0.8,343.15,1.0266,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1565,Ⅲ,Choline chloride,p-cresol,0.2,0.8,348.15,1.0235,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1566,Ⅲ,Choline chloride,p-cresol,0.2,0.8,353.15,1.0203,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1567,Ⅲ,Choline chloride,p-cresol,0.25,0.75,293.15,1.0631,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1568,Ⅲ,Choline chloride,p-cresol,0.25,0.75,298.15,1.0599,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1569,Ⅲ,Choline chloride,p-cresol,0.25,0.75,303.15,1.0569,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1570,Ⅲ,Choline chloride,p-cresol,0.25,0.75,308.15,1.0538,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1571,Ⅲ,Choline chloride,p-cresol,0.25,0.75,313.15,1.0509,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1572,Ⅲ,Choline chloride,p-cresol,0.25,0.75,318.15,1.048,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1573,Ⅲ,Choline chloride,p-cresol,0.25,0.75,323.15,1.045,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1574,Ⅲ,Choline chloride,p-cresol,0.25,0.75,328.15,1.042,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1575,Ⅲ,Choline chloride,p-cresol,0.25,0.75,333.15,1.039,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1576,Ⅲ,Choline chloride,p-cresol,0.25,0.75,338.15,1.0359,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1577,Ⅲ,Choline chloride,p-cresol,0.25,0.75,343.15,1.0329,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1578,Ⅲ,Choline chloride,p-cresol,0.25,0.75,348.15,1.0298,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1579,Ⅲ,Choline chloride,p-cresol,0.25,0.75,353.15,1.0267,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1580,Ⅲ,Choline chloride,p-cresol,0.333,0.667,293.15,1.0713,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1581,Ⅲ,Choline chloride,p-cresol,0.333,0.667,298.15,1.068,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1582,Ⅲ,Choline chloride,p-cresol,0.333,0.667,303.15,1.0647,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1583,Ⅲ,Choline chloride,p-cresol,0.333,0.667,308.15,1.0615,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1584,Ⅲ,Choline chloride,p-cresol,0.333,0.667,313.15,1.0583,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1585,Ⅲ,Choline chloride,p-cresol,0.333,0.667,318.15,1.0552,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1586,Ⅲ,Choline chloride,p-cresol,0.333,0.667,323.15,1.0523,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1587,Ⅲ,Choline chloride,p-cresol,0.333,0.667,328.15,1.0496,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1588,Ⅲ,Choline chloride,p-cresol,0.333,0.667,333.15,1.0469,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1589,Ⅲ,Choline chloride,p-cresol,0.333,0.667,338.15,1.0443,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1590,Ⅲ,Choline chloride,p-cresol,0.333,0.667,343.15,1.0417,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1591,Ⅲ,Choline chloride,p-cresol,0.333,0.667,348.15,1.0392,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1592,Ⅲ,Choline chloride,p-cresol,0.333,0.667,353.15,1.0365,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1593,Ⅲ,Choline chloride,p-cresol,0.346,0.654,293.15,1.0735,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1594,Ⅲ,Choline chloride,p-cresol,0.346,0.654,298.15,1.0706,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1595,Ⅲ,Choline chloride,p-cresol,0.346,0.654,303.15,1.0677,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1596,Ⅲ,Choline chloride,p-cresol,0.346,0.654,308.15,1.0648,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1597,Ⅲ,Choline chloride,p-cresol,0.346,0.654,313.15,1.0619,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1598,Ⅲ,Choline chloride,p-cresol,0.346,0.654,318.15,1.059,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1599,Ⅲ,Choline chloride,p-cresol,0.346,0.654,323.15,1.0561,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1600,Ⅲ,Choline chloride,p-cresol,0.346,0.654,328.15,1.0532,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1601,Ⅲ,Choline chloride,p-cresol,0.346,0.654,333.15,1.0503,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1602,Ⅲ,Choline chloride,p-cresol,0.346,0.654,338.15,1.0474,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1603,Ⅲ,Choline chloride,p-cresol,0.346,0.654,343.15,1.0445,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1604,Ⅲ,Choline chloride,p-cresol,0.346,0.654,348.15,1.0416,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1605,Ⅲ,Choline chloride,p-cresol,0.346,0.654,353.15,1.0387,0,1,0,0,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O,-3.3110999999999975,3,0,1,1,2,20.23,139.62599999999998,1.7006199999999996,1,1,1,1,0,20.23,108.13999999999999
1606,Ⅲ,Ethylammonium bromide,Glycerol,0.333,0.667,295.15,1.358,0,1,0,0,CCN.Br,C(C(CO)O)O,0.5429000000000002,2,0,1,1,0,26.02,125.99699999999999,-1.6681000000000001,3,0,3,3,2,60.69,92.09399999999998
1607,Ⅲ,Ethylammonium chloride,Acetamide,0.4,0.6,313.15,1.041,0,1,0,0,CCN.Cl,CC(=O)N,0.3868000000000002,2,0,1,1,0,26.02,81.54599999999999,-0.5084,2,0,1,1,0,43.09,59.068
1608,Ⅲ,Ethylammonium chloride,Glycerol,0.167,0.833,293.2,1.22685,0,1,0,0,CCN.Cl,C(C(CO)O)O,0.3868000000000002,2,0,1,1,0,26.02,81.54599999999999,-1.6681000000000001,3,0,3,3,2,60.69,92.09399999999998
1609,Ⅲ,Ethylammonium chloride,Glycerol,0.167,0.833,303.2,1.22115,0,1,0,0,CCN.Cl,C(C(CO)O)O,0.3868000000000002,2,0,1,1,0,26.02,81.54599999999999,-1.6681000000000001,3,0,3,3,2,60.69,92.09399999999998
